graph_type,graph_token,n_nodes,graph_p,graph_m,n_pos,n_neg,strategy_pos,strategy_neg,P_plus_win,mean_m,std_m,degree_heterogeneity,pos_psi_size,neg_psi_size,Delta_psi_size,ratio_psi_size,pos_psi_rho,neg_psi_rho,Delta_psi_rho,ratio_psi_rho,pos_psi_degree,neg_psi_degree,Delta_psi_degree,ratio_psi_degree,pos_psi_degree_norm,neg_psi_degree_norm,Delta_psi_degree_norm,ratio_psi_degree_norm,pos_psi_centrality,neg_psi_centrality,Delta_psi_centrality,ratio_psi_centrality,pos_psi_wl,neg_psi_wl,Delta_psi_wl,ratio_psi_wl,pos_psi_dispersion,neg_psi_dispersion,Delta_psi_dispersion,ratio_psi_dispersion,pos_psi_hybrid,neg_psi_hybrid,Delta_psi_hybrid,ratio_psi_hybrid
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,random,random,0.5,0.02873087500000001,0.37607651050012747,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,49.5,42.4,7.1,0.5386289445048966,0.020780856423173802,0.01780016792611251,0.0029806884970612927,0.5386289445048966,0.020698631593963988,0.018041342137023846,0.002657289456940138,0.5342964798504056,0.019999999999999997,0.019999999999999997,0.0,0.5,0.5003155800342707,0.502739517807442,-0.0024239377731713084,0.4987917225193377,0.09232063675325143,0.09164098644525567,0.0006796503079957549,0.5018472611194085
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,random,highest_degree,0.0,-0.7370550312500005,0.08354066573050244,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,40.4,347.0,-306.6,0.10428497676819824,0.016960537363560034,0.14567590260285473,-0.12871536523929472,0.10428497676819824,0.017502851217336045,0.12707685315518424,-0.10957400193784819,0.1210602227560146,0.019999999999999997,0.019999999999999997,0.0,0.5,0.5116044732059729,0.3141820105995089,0.19742246260646398,0.6195360220093938,0.09267685905814194,0.10811386750092548,-0.015437008442783557,0.46155945867788273
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,highest_degree,random,1.0,0.7547573125000006,0.06140858338728242,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,347.0,36.9,310.1,0.9038812190674655,0.14567590260285473,0.015491183879093198,0.13018471872376153,0.9038812190674654,0.12707685315518424,0.01607745159014695,0.11099940156503729,0.8876914556027607,0.019999999999999997,0.019999999999999997,0.0,0.5,0.3141820105995089,0.5040040289934833,-0.18982201839397445,0.3839982539372087,0.10811386750092548,0.09102251870670512,0.01709134879422038,0.5429136761987836
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,highest_degree,highest_degree,1.0,0.29750443750000016,0.03479744891377987,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,347.0,178.0,169.0,0.660952380952381,0.14567590260285473,0.07472712006717044,0.07094878253568429,0.660952380952381,0.12707685315518424,0.06728996385208817,0.05978688930309607,0.6537991160828113,0.019999999999999997,0.019999999999999997,0.0,0.5,0.3141820105995089,0.39497005813317376,-0.0807880475336649,0.44303898197882985,0.10811386750092548,0.09540000074348573,0.012713866757439768,0.5312358731793427
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,farthest_spread,random,1.0,0.3719557187500002,0.16353113248132944,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,109.0,39.7,69.3,0.7330195023537324,0.04575986565910999,0.01666666666666667,0.02909319899244333,0.7330195023537324,0.04282039496355776,0.017054073450753236,0.025766321512804523,0.7151695221284499,0.019999999999999997,0.019999999999999997,0.0,0.5,0.518435520670657,0.49903959941559173,0.019395921255065295,0.5095313982976907,0.10378128108128706,0.0906892732456721,0.013092007835614964,0.5336606430750531
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,farthest_spread,highest_degree,0.0,-0.46371465625000036,0.0564370300193937,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,109.0,312.0,-203.0,0.2589073634204275,0.04575986565910999,0.13098236775818642,-0.0852225020990764,0.2589073634204275,0.04282039496355776,0.11469446895779986,-0.07187407399424214,0.27184986799046906,0.019999999999999997,0.019999999999999997,0.0,0.5,0.518435520670657,0.33507282623508006,0.18336269443557693,0.6074170481755276,0.10378128108128706,0.10610475265062724,-0.0023234715693401936,0.49446492096680444
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,wl_cover,random,0.2,-0.3104353750000003,0.33986769267149997,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,24.0,49.5,-25.5,0.32653061224489793,0.010075566750629723,0.020780856423173805,-0.010705289672544081,0.32653061224489793,0.011970410714319231,0.0206307483010689,-0.008660337586749669,0.3671774585887899,0.019999999999999997,0.019999999999999997,0.0,0.5,0.5597163466897382,0.49290868682805133,0.06680765986168698,0.5317338357603092,0.09748390036618114,0.09120960277231852,0.006274297593862621,0.5166256322806656
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,wl_cover,highest_degree,0.0,-0.7867920625000007,0.055041112137867165,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,24.0,347.0,-323.0,0.0646900269541779,0.010075566750629723,0.14567590260285473,-0.13560033585222503,0.0646900269541779,0.011970410714319231,0.12707685315518424,-0.11510644244086501,0.08608879010775443,0.019999999999999997,0.019999999999999997,0.0,0.5,0.5597163466897382,0.3141820105995089,0.2455343360902294,0.6404822048480869,0.09748390036618114,0.10811386750092548,-0.010629967134744359,0.47414863195009177
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,hub_then_spread,random,1.0,0.5900514375000004,0.10898770902698009,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,273.0,45.9,227.1,0.8560677328316088,0.11460957178841309,0.019269521410579343,0.09534005037783375,0.8560677328316086,0.1009056467352099,0.01937913371086985,0.08152651302434005,0.8388895615970554,0.019999999999999997,0.019999999999999997,0.0,0.5,0.3991336409535745,0.49911158988701604,-0.09997794893344152,0.4443481882782273,0.10998339626898077,0.09161107097675517,0.018372325292225593,0.5455675335321342
barabasi_albert,barabasi_albert_N400_m3,400,,3.0,8,8,hub_then_spread,highest_degree,0.8,0.06168290625000004,0.05396026646835759,7.229718723761545,8.0,8.0,0.0,0.5,0.019999999999999997,0.019999999999999997,0.0,0.5,273.0,221.0,52.0,0.5526315789473685,0.11460957178841309,0.09277917716204871,0.02183039462636439,0.5526315789473684,0.1009056467352099,0.08245485275454556,0.01845079398066435,0.5503128919042217,0.019999999999999997,0.019999999999999997,0.0,0.5,0.3991336409535745,0.36872426730797037,0.030409373645604088,0.5198014328682581,0.10998339626898077,0.09778135210291261,0.012202044166068154,0.5293650493206548
